fNo;INCDTNUNIQUE;INCDTNO;IYR;IMO;RAILROAD;RR2;INCDTNO2;RR3;INCDTNO3;GXID;YEAR;MONTH;DAY;TIMEHR;TIMEMIN;AMPM;TYPE;CARS;CARSDMG;CARSHZD;EVACUATE;DIVISION;STATION;MILEPOST;STATE;TEMP;VISIBLTY;WEATHER;TRNSPD;TYPSPD;TRNNBR;TRNDIR;TONS;TYPEQ;EQATT;TRKNAME;TRKCLAS;TRKDNSTY;TYPTRK;RRCAR1;CARNBR1;POSITON1;LOADED1;RRCAR2;CARNBR2;POSITON2;LOADED2;HEADEND1;MIDMAN1;MIDREM1;RMAN1;RREM1;HEADEND2;MIDMAN2;MIDREM2;RMAN2;RREM2;LOADF1;LOADP1;EMPTYF1;EMPTYP1;CABOOSE1;LOADF2;LOADP2;EMPTYF2;EMPTYP2;CABOOSE2;EQPDMG;TRKDMG;CAUSE;CAUSE2;CASKLDRR;CASINJRR;CASKLD;CASINJ;ACCAUSE;ACCTRK;ACCTRKCL;HIGHSPD;ACCDMG;STCNTY;TOTINJ;TOTKLD;ENGRS;FIREMEN;CONDUCTR;BRAKEMEN;ENGHR;ENGMIN;CDTRHR;CDTRMIN;JOINTCD;REGION;TYPRR;RRDIV;METHOD;NARRLEN;YEAR4;RREMPKLD;RREMPINJ;PASSKLD;PASSINJ;OTHERKLD;OTHERINJ;COUNTY;CNTYCD;ALCOHOL;DRUG;PASSTRN;SSB1;SSB2;RCL;Latitude;Longitud;SIGNAL;MOPERA;SUBDIV;PC1;PC2;PC3;PC4;PC5
1493;215955-1493;215955;24;2;CSX;;;CSX;215955;;24;2;3;3;31;PM;13;0;0;0;0;;JACKSONVILLE;638;12;60;2;1;0;E;;2;0;6;N;R05;1;0;2;FEC;72077;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;3;0;0;0;41344;H702;;0;0;0;0;H702;2;1;6;41344;12C031;0;0;0;0;0;0;0;;0;;3;3;1;;;978;2024;0;0;0;0;0;0;DUVAL;31;0;0;N;200;0;0;30.383475;-81.768295;2;5;JACKSONVILLE TERMINA;-0.684807736;-1.941950643;-0.385643156;0.124757814;-0.661725738
1494;82830-1494;82830;24;6;MNCW;;;MNCW;82830;;24;6;24;5;45;PM;13;0;0;0;0;;NEW HAVEN;72.4;9;72;2;2;5;E;NHS-;3;0;D;Y;TRACK 01;1;;2;MNCW;9251;1;N;MNCW;9251;1;N;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;18177;0;H311;E78L;0;0;0;0;H311;2;1;5;18177;09C009;0;0;1;0;1;1;3;2;2;47;1;1;3;;;84;2024;0;0;0;0;0;0;NEW HAVEN;9;0;0;N;170;1;0;41.296565;-72.924282;2;5;MNR NEW HAVEN LINE;-0.529785988;-1.396560372;-0.181755573;-0.094675369;0.238308983
1495;PHL00110F-1495;PHL00110F;24;3;PHL;BNSF;CA0324108;PHL;PHL00110F;;24;3;14;3;41;AM;1;0;0;0;0;;LONG BEACH;18.6;6;55;4;1;0;;;;0;;;MAIN 2 TRACK;2;26;1;;;0;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;H503;;0;0;0;0;H503;1;2;5;81923;06C037;0;0;0;0;0;0;0;;0;;2;7;Cl;;;457;2024;0;0;0;0;0;0;LOS ANGELES;37;0;0;;8042;2;0;33.761081;-118.240543;1;1;PHL ALAMEDA CORRIDOR;-0.694129787;-1.958033217;-0.399403582;0.12742939;-0.648145058
1496;0224LA030-1496;0224LA030;24;2;UP;BNSF;CA0224118;ATAX;INDUSTRY;;24;2;19;9;52;PM;3;0;0;0;0;;CARSON;13.5;6;56;4;3;10;R;IDIL;4;7124;1;Y;MAIN LINE 1;3;136;1;UP;2669;1;N;;;0;;3;0;1;0;0;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0;7840;0;H401;;0;0;0;0;H220;1;3;10;37840;06C037;0;0;1;0;1;0;6;52;6;52;2;7;CL;;;251;2024;0;0;0;0;0;0;LOS ANGELES;37;;;N;7406;2;0;33.831815;-118.226738;1;1;ALAMEDA CORRIDOR;-0.500259097;2.496016784;-0.874855034;0.194342238;-0.00165406
1497;AZE899724D-1497;AZE899724D;24;8;AZER;;;AZER;AZE899724D;;24;8;16;3;0;PM;1;0;0;0;0;;CLIFTON;1215.9;4;98;2;1;4;R;-203;3;1411;1;Y;SINGLE MAIN TRACK;2;170.4;1;CRDX;7767;36;N;;;0;;2;0;0;0;0;0;0;0;0;0;1;0;43;0;0;0;0;1;0;0;1871;25894;M405;;0;0;0;0;M405;1;2;4;27765;04C011;0;0;1;0;1;0;9;;8;;1;7;Cl;;;755;2024;0;0;0;0;0;0;GREENLEE;11;;;N;2136;1;0;33.050812;-109.295662;2;3;CLIFTON;-0.513506784;0.147016451;-0.440513441;-0.280278898;2.312981615
1498;0224NC016-1498;0224NC016;24;2;UP;;;UP;0224NC016;;24;2;11;1;46;PM;12;0;0;0;0;;ROSEVILLE;105;6;60;2;1;7;E;YRV1;3;0;8;Y;YARD 117;1;;2;UP;1896;1;N;;;0;;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35547;200;H307;;0;0;0;0;H307;2;1;7;54025;06C061;0;0;2;0;0;0;5;47;0;;3;7;CL;;;268;2024;0;0;0;0;0;0;PLACER;61;0;0;N;1695;2;3;38.733439;-121.304033;2;5;MARTINEZ SUB;-0.46961009;-1.355339412;-0.074550049;-0.136283926;0.220279153
1499;0224NC016-1499;0224NC016;24;2;UP;;;UP;0224NC016;;24;2;11;1;46;PM;12;0;0;0;0;;ROSEVILLE;105;6;60;2;1;4;E;YRV1;4;4520;7;Y;YARD 117;1;;2;TBOX;640529;3;Y;;;0;;2;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;18278;0;H307;;0;0;0;0;H307;2;1;7;54025;06C061;0;0;1;0;0;1;6;46;0;;1;7;CL;;;268;2024;0;0;0;0;0;0;PLACER;61;0;0;N;3343;2;1;38.733439;-121.304033;2;5;MARTINEZ SUB;-0.55674977;-1.006091843;-0.299070923;-0.047715179;0.288254721
1500;0224NC021-1500;0224NC021;24;2;UP;;;UP;0224NC021;;24;2;11;6;20;AM;1;0;0;0;0;;SLOAT;304.5;6;21;1;1;27;R;CSKP;4;13585;1;Y;SINGLE MAIN TRACK;3;24.5;1;TILX;48007;18;Y;;;0;;2;0;0;0;1;0;0;0;0;0;95;0;0;0;0;15;0;0;0;0;1188835;90270;T220;;0;0;0;0;T220;1;3;27;1279105;06C063;0;0;1;1;1;0;2;20;2;20;1;7;CL;;;175;2024;0;0;0;0;0;0;PLUMAS;63;;;N;5262;3;0;39.840582;-120.680505;1;1;CANYON SUB;0.015194923;2.356402291;0.165292353;0.003958827;-1.857574364
1501;PHL00115F-1501;PHL00115F;24;4;PHL;;;PHL;PHL00115F;;24;4;10;9;45;PM;1;0;0;0;0;;LOS ANGELES;22.3;6;60;4;1;4;R;YPBN;4;9481;1;Y;MANUEL SUBDIVISION;2;23;1;DTTX;750922;6;Y;;;0;;5;0;0;0;0;0;0;0;0;0;102;0;0;0;0;1;0;0;0;0;7553;27573;H504;;0;0;0;0;H504;1;2;4;35126;06C037;0;0;1;0;1;0;4;45;4;45;1;7;Cl;;;422;2024;0;0;0;0;0;0;LOS ANGELES;37;0;0;N;9045;1;0;33.776037;-118.240761;1;1;PHL MANUEL;-0.742645834;1.879044879;-1.21757234;0.420820762;-0.579954413
1502;158359-1502;158359;24;10;NS;ATK;182956;NS;158359;725393P;24;10;30;1;4;PM;7;0;0;0;0;;BESSEMER;AG153.;1;71;2;2;0;E;;;0;;;DOUBLE MAIN 1;5;70;1;;;0;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42103;M308;;0;0;1;1;M308;1;5;79;135994;01C073;0;0;0;0;0;0;0;;0;;1;3;1;;;126;2024;0;0;0;0;0;0;JEFFERSON;73;;;N;5488;;;33.415049;-86.93885;1;1;GULF;3.950314244;-2.202236359;-0.711557593;1.002105747;-1.82609045
1503;PR0524114-1503;PR0524114;24;5;BNSF;;;BNSF;PR0524114;;24;5;25;10;55;AM;13;0;0;0;0;;DENVER;1.5;8;60;2;1;6;E;YDEN;2;582;7;Y;204;1;0;2;TTAX;555223;21;N;;;0;;2;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;22600;H018;;0;0;0;0;H018;2;1;6;22600;08C031;0;0;0;0;1;1;0;;3;55;1;6;1;;;250;2024;0;0;0;0;0;0;DENVER;31;;;N;1836;2;3;39.771896;-104.99739;2;5;FRONT RANGE;-0.533016972;-1.27845299;-0.212453177;-0.020637339;-0.264288821
1504;PR0524102-1504;PR0524102;24;5;BNSF;;;ZCHZ;INDUSTRY;;24;5;6;4;30;AM;1;0;0;0;0;;YUMA;401.8;8;50;1;1;4;E;GYUM;4;16579;1;Y;3312;1;0;4;CBFX;353043;8;Y;;;0;;2;0;0;0;2;0;0;0;0;0;116;0;0;0;0;6;0;0;0;0;28489;35000;H307;H303;0;0;0;0;H307;4;1;4;63489;08C125;0;0;1;0;1;0;5;;5;;1;6;1;;;198;2024;0;0;0;0;0;0;YUMA;125;;;N;6696;2;0;40.120787;-102.670082;2;5;AKRON;-0.774333929;2.849550634;-1.445590758;0.508978842;-0.574119204
1505;0424GP023-1505;0424GP023;24;4;UP;;;UP;0424GP023;;24;4;26;12;40;PM;1;0;0;0;0;;GREELEY;54;8;64;2;1;5;E;LDI0;2;795;1;Y;INDUSTRY 816;1;;4;UP;1820;1;N;UP;1820;1;;2;0;0;0;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;1120;11930;E44L;;0;0;0;0;E44L;4;1;5;13050;08C123;0;0;1;0;1;0;3;40;3;40;1;6;CL;;;90;2024;0;0;0;0;0;0;WELD;123;0;0;N;1231;2;0;40.455928;-104.69441;1;5;GREELEY SUB;-0.532273252;-1.091212034;-0.243568862;-0.082587071;0.321022971
1506;CX240523A-1506;CX240523A;24;5;CXRG;;;CXRG;CX240523A;;24;5;23;8;39;AM;1;0;0;0;0;;LA VETA;196.8;8;53;2;1;5;E;MTN-;3;2820;1;Y;MAIN LINE;1;400;1;TILX;519293;9;Y;;;0;;2;2;0;0;0;0;0;0;0;0;18;0;16;0;0;8;0;0;0;0;0;13013;T319;;0;0;0;0;T319;1;1;5;13013;08C055;0;0;3;1;1;1;4;39;4;39;1;6;0;;;374;2024;0;0;0;0;0;0;HUERFANO;55;0;0;N;;;0;37.512749;-105.112796;2;2;ALAMOSA SUB;-0.550696359;-0.440582043;-0.400668297;-0.045132658;0.486747215
1507;X49091424-1507;X49091424;24;9;FEC;BLF;20245369;FEC;X49091424;272592M;24;9;14;3;12;PM;7;0;0;0;0;;HALLANDALE;350.56;12;88;2;2;0;;;1;0;;;EAST MAIN;4;2.45;1;;;0;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422;M303;;0;0;0;1;M303;1;4;79;16838;12C011;0;0;0;0;0;0;0;;0;;1;3;2;;;409;2024;0;0;0;0;0;0;BROWARD;11;;;;;;;25.985552;-80.14822;1;1;SYSTEM;0.146260715;-1.597052362;1.222379554;0.383596417;-1.315140978
1508;X50091724-1508;X50091724;24;9;FEC;BLF;20245384;FEC;X50091724;272575W;24;9;17;11;17;PM;7;0;0;0;0;;DANIA;346.19;12;85;4;2;0;;;1;0;;;EAST MAIN;4;2.45;1;;;0;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554;M308;;0;0;0;0;M308;1;4;65;13788;12C011;0;0;0;0;0;0;0;;0;;1;3;2;;;332;2024;0;0;0;0;0;0;BROWARD;11;;;;;;;26.048646;-80.147102;1;1;SYSTEM;-0.047524229;-1.659108125;0.733091787;-0.175327811;-1.24362102
1509;X51091924-1509;X51091924;24;9;FEC;BLF;20245405;FEC;X51091924;272536F;24;9;19;4;28;PM;7;0;0;0;0;;OAKLAND PARK;335.13;12;85;2;2;0;;;1;0;;;WEST MAIN;4;2.45;1;;;0;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1492;M308;;0;0;0;1;M308;1;4;75;14506;12C011;0;0;0;0;0;0;0;;0;;1;3;2;;;400;2024;0;0;0;0;0;0;BROWARD;11;;;;;;;26.20364;-80.13234;1;1;SYSTEM;0.103153678;-1.616980702;1.146879863;0.403780231;-1.275442581
1510;222108-1510;222108;24;12;CSX;;;CSX;222108;;24;12;10;4;45;AM;4;0;0;0;0;;MONTGOMERY;489;1;65;4;3;2;E;Y292;2;0;7;Y;SWITCHING LEAD;1;0;2;GPSX;552;8;N;;;0;;1;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;2;0;0;43376;0;H306;;0;0;0;0;H306;2;1;4;111066;01C101;0;0;1;0;0;0;9;45;0;;3;3;1;;;221;2024;0;0;0;0;0;0;MONTGOMERY;101;0;0;N;500;0;1;32.376041;-86.326437;2;5;M AND M;-0.616035692;-0.961441684;-0.435897073;-0.087003291;0.99383943
1511;158652-1511;158652;24;12;NS;;;NS;158652;;24;12;3;3;20;PM;12;0;0;0;0;;JASPER;NA080.;1;40;2;1;0;E;NOTR;3;0;A;Y;SINGLE MAIN TRACK;3;6;1;PCAM;13044;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;65129;0;H402;;0;0;0;0;H402;1;3;4;80129;01C127;0;0;1;0;0;0;8;;0;;3;3;1;;;475;2024;0;0;0;0;0;0;WALKER;127;0;0;N;75;1;0;33.884252;-87.355263;1;2;NA/WEST END;-0.654904597;-1.261884359;-0.453443937;-0.059029285;0.889509099
1512;158052-1512;158052;24;9;NS;;;NS;158052;727393W;24;9;19;6;45;PM;7;0;0;0;0;;CALERA;128.52;1;74;3;1;35;E;A84A;4;2706;1;Y;SINGLE MAIN TRACK;3;1;1;NS;6905;1;N;;;0;;2;0;0;0;0;0;0;0;0;0;17;0;19;0;0;0;0;0;0;0;15000;0;M303;;0;2;0;2;M303;1;3;35;15000;01C117;1;0;1;0;1;0;10;30;8;35;1;3;1;;;63;2024;0;1;0;0;0;0;SHELBY;117;;;N;2089;2;0;33.113376;-86.713799;1;2;GULF;0.840860741;1.146281258;2.67746794;1.877460218;2.249999591
1513;158125-1513;158125;24;9;NS;;;NS;158125;;24;9;27;11;0;PM;12;0;0;0;0;;BIRMINGHAM;790;1;68;4;3;9;E;154A;3;7036;1;Y;EF05;1;;2;TFOX;901867;1;Y;;;0;;2;0;0;0;0;0;0;0;0;0;53;0;4;0;0;2;0;0;0;0;24431;3600;H601;H510;0;0;0;0;H601;2;1;9;28031;01C073;0;0;1;1;1;0;7;58;7;58;1;3;1;;;135;2024;0;0;0;0;0;0;JEFFERSON;73;0;0;N;3189;2;0;33.556423;-86.664184;1;5;EAST END;-0.414925986;1.192782625;-0.442458226;-0.115703447;1.057375033
1514;221063-1514;221063;24;10;CSX;;;CSX;221063;;24;10;9;12;12;PM;12;0;0;0;0;;MONTGOMERY;489;1;81;2;1;2;E;Y195;1;0;7;Y;NORTH END LEAD;1;0;2;CAOX;300186;74;N;;;0;;1;0;0;0;0;0;0;0;0;0;59;0;15;0;0;0;0;1;0;0;103421;0;H306;;0;0;0;0;H306;2;1;2;126203;01C101;0;0;1;0;0;0;5;12;0;;3;3;1;;;221;2024;0;0;0;0;0;0;MONTGOMERY;101;0;0;N;4121;0;1;32.376041;-86.326437;2;5;M AND M;-0.850043888;0.702185628;-1.232774301;0.426445696;-0.582844794
1515;AGR913724S-1515;AGR913724S;24;8;AGR;;;AGR;AGR913724S;;24;8;28;7;30;PM;4;0;0;0;0;;MOBILE;873;1;82;2;3;8;E;4102;2;9838;1;Y;TRACK 8;1;;2;KLRX;726408;111;N;;;0;;2;0;0;0;0;0;0;0;0;0;60;0;51;0;0;0;0;1;0;0;44213;2000;H704;;0;0;0;0;H704;2;1;8;46213;01C097;0;0;1;0;1;0;1;30;1;30;1;3;Cl;;;799;2024;0;0;0;0;0;0;MOBILE;97;;;N;6664;2;0;30.720934;-88.057509;2;5;OTHER;-0.740259236;1.655611339;-1.180018203;0.541746132;-1.719002868
1516;AGR913824S-1516;AGR913824S;24;8;AGR;AGR;AGR913724S;AGR;AGR913824S;;24;8;28;7;30;PM;4;0;0;0;0;;MOBILE;873;1;82;2;3;0;R;AGR;2;0;8;N;TRACK 7;1;;2;AGR;3551;1;;;;0;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;H704;;0;0;0;0;H704;2;1;0;0;01C097;0;0;0;0;0;0;0;;0;;1;3;Cl;;;714;2024;0;0;0;0;0;0;MOBILE;97;;;N;70;0;0;30.720934;-88.057509;2;5;OTHER;-0.749468292;-1.971843153;-0.498892692;0.155033534;-0.602178142
1517;221063-1517;221063;24;10;CSX;;;CSX;221063;;24;10;9;12;12;PM;12;0;0;0;0;;MONTGOMERY;489;1;81;2;1;0;E;;1;0;6;N;LEAD;1;0;2;TBOX;634128;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;22685;97;H306;;0;0;0;0;H306;2;1;2;126203;01C101;0;0;0;0;0;0;0;;0;;1;3;1;;;221;2024;0;0;0;0;0;0;MONTGOMERY;101;0;0;N;132;0;0;32.376041;-86.326437;2;5;M AND M;-0.727914773;-1.961878983;-0.461142847;0.144941627;-0.622027341
1518;AGR817624O-1518;AGR817624O;24;6;AGR;NS;156928;AGR;AGR817624O;;24;6;1;6;5;PM;1;0;0;0;0;;KIMBROUGH;774;1;80;2;2;0;;;1;0;;;INTERCHANGE;1;;2;;;0;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;H306;;0;0;0;0;H306;2;1;8;21949;01C131;0;0;0;0;0;0;0;;0;;1;3;Cl;;;239;2024;0;0;0;0;0;0;WILCOX;131;;;;;;;32.032461;-87.572472;2;5;SOUTH MOBILE;-0.661799509;-1.943086963;-0.342778814;0.11229153;-0.677918856
1519;156928-1519;156928;24;6;NS;;;AGR;AGR817624O;;24;6;1;6;5;PM;1;28;0;0;0;;KIMBROUGH;774;1;81;3;1;8;R;183A;4;6543;1;Y;INTERCHANGE TRACK;1;;2;GATX;68563;61;N;;;0;;1;0;0;0;1;0;0;0;0;0;28;0;101;0;0;0;0;3;0;0;20449;0;H303;H307;0;0;0;0;H306;2;1;8;21949;01C131;0;0;1;0;1;0;5;15;5;15;2;3;1;;;91;2024;0;0;0;0;0;0;WILCOX;131;0;0;N;6910;1;0;32.032461;-87.572472;2;5;EAST END;-0.531026286;0.860355782;-0.610994849;0.03651636;0.394515758
1520;219049-1520;219049;24;7;CSX;;;CSX;219049;;24;7;2;11;15;PM;1;0;0;0;0;;BIRMINGHAM;389;1;79;4;1;0;E;Y397;1;0;8;N;S12;1;0;2;CSXT;4374;1;Y;;;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4715;0;M404;;0;0;0;0;M404;2;1;4;92345;01C073;0;0;0;0;0;0;0;;0;;3;3;1;;;217;2024;0;0;0;0;0;0;JEFFERSON;73;;;N;274;0;1;33.543615;-86.790111;2;5;BOYLES TERMINAL;-0.706361255;-1.951914813;-0.423393001;0.13484972;-0.64187654
1521;158652-1521;158652;24;12;NS;;;NS;158652;;24;12;3;3;20;PM;12;0;0;0;0;;JASPER;NA080.;1;40;2;1;4;E;NOTR;3;0;A;Y;SINGLE MAIN TRACK;3;6;1;RAM;21028;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15000;0;H402;;0;0;0;0;H402;1;3;4;80129;01C127;0;0;1;0;0;0;8;;0;;1;3;1;;;475;2024;0;0;0;0;0;0;WALKER;127;0;0;N;75;1;0;33.884252;-87.355263;1;2;NA/WEST END;-0.556470039;-1.175964295;-0.275729641;-0.136070089;0.852259651
1522;157252-1522;157252;24;7;NS;;;NS;157252;;24;7;3;6;21;AM;13;0;0;0;0;;IRONDALE;791;1;82;1;1;2;E;AB40;1;0;7;Y;HUMP LEAD;1;;2;NS;113311;23;N;;;0;;3;0;0;0;0;0;0;0;0;0;2;0;2;0;0;2;0;2;0;0;67260;37900;H702;H307;0;0;0;0;H702;2;1;2;105160;01C073;0;0;0;0;1;0;0;;8;21;1;3;1;;;258;2024;0;0;0;0;0;0;JEFFERSON;73;;;N;5900;1;1;33.548905;-86.678009;2;5;EAST END;-0.620163573;-0.891102066;-0.453125892;-0.054156181;0.707085623
1523;157512-1523;157512;24;7;NS;;;NS;157512;;24;7;28;8;30;AM;4;0;0;0;0;;IRONDALE;791;1;79;2;1;4;E;AB07;2;2400;1;Y;RT03;1;;2;NS;8139;1;N;;;0;;3;0;0;0;0;0;0;0;0;0;33;0;7;0;0;0;0;0;0;0;20955;0;H302;;0;0;0;0;H302;2;1;4;20955;01C073;0;0;1;0;1;0;2;46;2;46;1;3;1;;;194;2024;0;0;0;0;0;0;JEFFERSON;73;0;0;N;4100;1;0;33.548905;-86.678009;2;5;EAST END;-0.63409675;-0.58803596;-0.540063023;0.127974482;-0.358408058
1524;156410-1524;156410;24;4;NS;;;NS;156410;;24;4;18;2;15;PM;12;0;0;0;0;;IRONDALE;791;1;75;2;2;5;E;AB17;2;0;7;Y;CLASS TRACK 28;1;;2;TBOX;644238;3;Y;;;0;;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039;16501;M411;;0;0;0;0;M411;2;1;5;17540;01C073;0;0;1;0;0;0;0;;0;;1;3;1;;;156;2024;0;0;0;0;0;0;JEFFERSON;73;;;N;500;0;1;33.548905;-86.678009;2;5;EAST END;-0.575450715;-1.81733167;-0.192604201;0.038251515;-0.705675111
1525;155386-1525;155386;24;1;NS;;;NS;155386;;24;1;16;9;37;AM;12;0;0;0;0;;RIVERSIDE;761.2;1;19;2;2;0;E;NOTR;4;0;A;Y;SINGLE MAIN TRACK;4;33;1;TPBC;19017;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5000;0;H402;;0;0;0;0;H402;1;4;15;20000;01C115;0;0;1;0;0;0;3;7;0;;1;3;1;;;236;2024;0;0;0;0;0;0;ST CLAIR;115;;0;N;92;1;0;33.589121;-86.237558;1;1;EAST END;-0.568520656;-1.638350459;-0.227037951;0.006639607;-0.176777518
1526;155399-1526;155399;24;1;NS;;;NS;155399;;24;1;15;10;25;PM;1;0;0;0;0;;MUSCLE SHOALS;401;1;5;4;6;2;E;289A;3;0;1;Y;RECEIVING TRACK #4;1;;2;UCRY;57241;42;Y;;;0;;2;0;0;0;0;0;0;0;0;0;48;0;1;0;0;3;0;0;0;0;300;22500;T202;M101;0;0;0;0;T202;2;1;2;22800;01C033;0;0;0;0;1;0;0;;0;55;1;3;1;;;107;2024;0;0;0;0;0;0;COLBERT;33;;;N;578;2;0;34.712551;-87.616783;2;5;MEMPHIS EAST;-0.817510512;-0.341493938;-0.963009366;0.421698274;-1.305058368
1527;219878-1527;219878;24;8;CSX;;;CSX;219878;;24;8;10;3;0;AM;13;0;0;0;0;;MONTGOMERY;489;1;75;4;1;5;E;Y303;2;0;7;Y;P18;1;0;2;ALM;532207;4;N;;;0;;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;3;0;0;16682;1196;H702;;0;0;0;0;H702;2;1;5;17878;01C101;0;0;1;1;0;0;4;;0;;1;3;1;;;219;2024;0;0;0;0;0;0;MONTGOMERY;101;0;0;N;500;2;0;32.376041;-86.326437;1;5;M AND M;-0.551177094;-1.461215954;-0.212744165;-0.056313611;0.056361627
1528;222003-1528;222003;24;12;CSX;;;CSX;222003;;24;12;3;10;0;PM;1;0;0;0;0;;MONTGOMERY;485;1;35;4;1;5;E;M520;1;11897;1;Y;NE LEAD;1;0;2;CYXX;94690;141;N;;;0;;3;0;0;0;0;0;0;0;0;0;76;0;63;0;0;0;0;2;0;0;14024;391;T220;;0;0;0;0;T220;2;1;5;14415;01C101;0;0;1;0;1;0;8;15;8;15;1;3;1;;;186;2024;0;0;0;0;0;0;MONTGOMERY;101;;;N;8756;2;0;32.419803;-86.335629;2;5;M AND M;-0.79623355;3.660248079;-1.666630964;0.415570345;0.60514707
1529;0324AS020-1529;0324AS020;24;3;ALS;;;TRRA;24009OR;;24;3;30;12;0;PM;1;6;3;0;0;;EAST ST LOUIS;4;17;70;2;1;10;E;YAS1;2;13401;1;Y;MAIN LINE 1;1;12.2;1;CBRY;2158;17;N;;;0;;3;3;0;0;0;0;0;0;0;0;106;0;33;0;0;0;0;4;0;0;30393;0;T403;;0;0;0;0;T403;1;1;10;48035;17C163;0;0;1;0;0;1;4;30;0;;1;6;Cl;;;360;2024;0;0;0;0;0;0;ST CLAIR;163;;;N;9325;2;0;38.650754;-90.162255;1;1;ILLINOIS TRANSFER (T;-0.613021931;2.129464131;-1.009651749;0.469872828;-1.61892514
1530;1147437-1530;1147437;24;3;IC;;;IC;1147437;;24;3;28;10;15;AM;11;0;0;0;0;;MULKEYTOWN;78.7;17;63;2;1;5;E;;1;0;9;Y;SINGLE MAIN TRACKS;1;94.9;1;CN;175314;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;269176;0;M599;;0;0;0;0;M599;1;1;5;269176;17C055;0;0;1;0;0;0;3;15;0;;1;6;Cl;;;127;2024;0;0;0;0;0;0;FRANKLIN;55;;;N;22;1;0;37.959652;-89.099527;1;1;ELDORADO;-0.553245052;-1.580771227;-0.193644309;-0.039201866;-0.124093334
1531;220124-1531;220124;24;8;CSX;;;CSX;220124;;24;8;25;5;2;PM;4;0;0;0;0;;INDIANAPOLIS;9;18;78;3;2;3;E;Y152;4;0;7;Y;D01;1;0;2;TTGX;995402;19;Y;;;0;;2;0;0;0;0;0;0;0;0;0;19;0;0;0;0;2;0;0;0;0;27650;0;H305;;0;0;0;0;H305;2;1;3;91245;18C063;0;0;1;0;1;0;8;2;8;2;1;4;1;;;370;2024;0;0;0;0;0;0;HENDRICKS;63;0;0;N;1786;2;3;39.759798;-86.327516;2;5;INDIANAPOLIS TERMINA;-0.55554205;0.178471544;-0.534363231;-0.204656157;2.051637407
1532;220124-1532;220124;24;8;CSX;;;CSX;220124;;24;8;25;5;2;PM;4;0;0;0;0;;INDIANAPOLIS;9;18;78;3;2;0;E;Y296;4;0;7;Y;D05;1;0;2;BKTY;160075;17;N;;;0;;2;0;0;0;0;0;0;0;0;0;37;0;3;0;0;0;0;0;0;0;55700;7895;H305;;0;0;0;0;H305;2;1;3;91245;18C063;0;0;1;0;1;0;2;2;6;47;3;4;1;;;370;2024;0;0;0;0;0;0;HENDRICKS;63;0;0;N;2609;2;3;39.759798;-86.327516;2;5;INDIANAPOLIS TERMINA;-0.718198849;-0.189038815;-0.78965649;0.130981299;0.383004996
1533;157914-1533;157914;24;9;NS;;;NS;157914;;24;9;3;7;35;PM;1;0;0;0;0;;HAMMOND;CD507.;18;76;3;1;5;R;BC33;3;0;7;Y;CL13;1;;2;DTTX;726283;47;Y;;;0;;2;0;0;0;0;2;0;0;0;0;46;0;0;0;0;2;0;0;0;0;13050;7500;H702;H307;0;0;0;0;H702;2;1;5;20550;18C089;0;0;1;0;1;0;4;5;4;5;1;4;1;;;420;2024;0;0;0;0;0;0;LAKE;89;;;N;9233;2;0;41.691258;-87.507306;2;5;CHICAGO TERMINAL;-0.642682653;0.46006904;-0.77404313;0.143684869;0.130885584
